"origin","year","month","day","hour","temp","dewp","humid","wind_dir","wind_speed","wind_gust","precip","pressure","visib","date"
"PDX",2016,8,3,1,NA,NA,NA,330,11.5078,13.242946084,NA,NA,10,2016-08-03 01:00:00
"PDX",2016,8,3,2,NA,NA,NA,310,16.11092,18.5401245176,NA,NA,10,2016-08-03 02:00:00
"PDX",2016,8,3,3,NA,NA,NA,340,12.65858,14.5672406924,NA,NA,10,2016-08-03 03:00:00
"PDX",2016,8,3,4,NA,NA,NA,310,14.96014,17.2158299092,NA,NA,10,2016-08-03 04:00:00
"PDX",2016,8,3,5,NA,NA,NA,320,11.5078,13.242946084,NA,NA,10,2016-08-03 05:00:00
"PDX",2016,8,3,6,NA,NA,NA,330,5.7539,6.621473042,NA,NA,10,2016-08-03 06:00:00
"PDX",2016,8,3,7,NA,NA,NA,330,5.7539,6.621473042,NA,NA,10,2016-08-03 07:00:00
"PDX",2016,8,3,8,NA,NA,NA,310,5.7539,6.621473042,NA,NA,10,2016-08-03 08:00:00
"PDX",2016,8,3,9,NA,NA,NA,310,5.7539,6.621473042,NA,NA,10,2016-08-03 09:00:00
"PDX",2016,8,3,10,NA,NA,NA,0,0,0,NA,NA,10,2016-08-03 10:00:00
"PDX",2016,8,3,11,NA,NA,NA,200,3.45234,3.9728838252,NA,NA,10,2016-08-03 11:00:00
"PDX",2016,8,3,12,NA,NA,NA,0,0,0,NA,NA,10,2016-08-03 12:00:00
"PDX",2016,8,3,13,NA,NA,NA,0,0,0,NA,NA,10,2016-08-03 13:00:00
"PDX",2016,8,3,14,NA,NA,NA,0,0,0,NA,NA,10,2016-08-03 14:00:00
"PDX",2016,8,3,15,NA,NA,NA,100,4.60312,5.2971784336,NA,NA,10,2016-08-03 15:00:00
"PDX",2016,8,3,16,NA,NA,NA,310,3.45234,3.9728838252,NA,NA,10,2016-08-03 16:00:00
"PDX",2016,8,3,17,NA,NA,NA,320,6.90468,7.9457676504,NA,NA,10,2016-08-03 17:00:00
"PDX",2016,8,3,18,NA,NA,NA,290,8.05546,9.2700622588,NA,NA,10,2016-08-03 18:00:00
"PDX",2016,8,3,19,NA,NA,NA,270,9.20624,10.5943568672,NA,NA,10,2016-08-03 19:00:00
"PDX",2016,8,3,20,NA,NA,NA,320,12.65858,14.5672406924,NA,NA,10,2016-08-03 20:00:00
"PDX",2016,8,3,21,NA,NA,NA,300,11.5078,13.242946084,NA,NA,10,2016-08-03 21:00:00
"PDX",2016,8,3,22,NA,NA,NA,310,8.05546,9.2700622588,NA,NA,10,2016-08-03 22:00:00
"PDX",2016,8,3,23,NA,NA,NA,340,5.7539,6.621473042,NA,NA,10,2016-08-03 23:00:00
"PDX",2016,8,4,0,NA,NA,NA,310,13.80936,15.8915353008,NA,NA,10,2016-08-04 00:00:00
"PDX",2016,8,4,1,NA,NA,NA,320,12.65858,14.5672406924,NA,NA,10,2016-08-04 01:00:00
"PDX",2016,8,4,2,NA,NA,NA,320,17.2617,19.864419126,NA,NA,10,2016-08-04 02:00:00
"PDX",2016,8,4,3,NA,NA,NA,330,10.35702,11.9186514756,NA,NA,10,2016-08-04 03:00:00
"PDX",2016,8,4,4,NA,NA,NA,310,13.80936,15.8915353008,NA,NA,10,2016-08-04 04:00:00
"PDX",2016,8,4,5,NA,NA,NA,310,10.35702,11.9186514756,NA,NA,10,2016-08-04 05:00:00
"PDX",2016,8,4,6,NA,NA,NA,310,10.35702,11.9186514756,NA,NA,10,2016-08-04 06:00:00
"PDX",2016,8,4,7,NA,NA,NA,310,10.35702,11.9186514756,NA,NA,10,2016-08-04 07:00:00
"PDX",2016,8,4,8,NA,NA,NA,310,8.05546,9.2700622588,NA,NA,10,2016-08-04 08:00:00
"PDX",2016,8,4,9,NA,NA,NA,310,8.05546,9.2700622588,NA,NA,10,2016-08-04 09:00:00
"PDX",2016,8,4,10,NA,NA,NA,320,8.05546,9.2700622588,NA,NA,10,2016-08-04 10:00:00
"PDX",2016,8,4,11,NA,NA,NA,320,5.7539,6.621473042,NA,NA,10,2016-08-04 11:00:00
"PDX",2016,8,4,12,NA,NA,NA,320,6.90468,7.9457676504,NA,NA,10,2016-08-04 12:00:00
"PDX",2016,8,4,13,NA,NA,NA,320,5.7539,6.621473042,NA,NA,10,2016-08-04 13:00:00
"PDX",2016,8,4,14,NA,NA,NA,330,4.60312,5.2971784336,NA,NA,10,2016-08-04 14:00:00
"PDX",2016,8,4,15,NA,NA,NA,320,3.45234,3.9728838252,NA,NA,10,2016-08-04 15:00:00
"PDX",2016,8,4,16,NA,NA,NA,310,6.90468,7.9457676504,NA,NA,10,2016-08-04 16:00:00
"PDX",2016,8,4,17,NA,NA,NA,320,6.90468,7.9457676504,NA,NA,10,2016-08-04 17:00:00
"PDX",2016,8,4,18,NA,NA,NA,320,9.20624,10.5943568672,NA,NA,10,2016-08-04 18:00:00
"PDX",2016,8,4,19,NA,NA,NA,320,11.5078,13.242946084,NA,NA,10,2016-08-04 19:00:00
"PDX",2016,8,4,20,NA,NA,NA,320,11.5078,13.242946084,NA,NA,10,2016-08-04 20:00:00
"PDX",2016,8,4,21,NA,NA,NA,310,16.11092,18.5401245176,NA,NA,10,2016-08-04 21:00:00
"PDX",2016,8,4,22,NA,NA,NA,330,10.35702,11.9186514756,NA,NA,10,2016-08-04 22:00:00
"PDX",2016,8,4,23,NA,NA,NA,330,13.80936,15.8915353008,NA,NA,10,2016-08-04 23:00:00
"PDX",2016,8,5,0,NA,NA,NA,320,18.41248,21.1887137344,NA,NA,10,2016-08-05 00:00:00
"PDX",2016,8,5,1,NA,NA,NA,320,13.80936,15.8915353008,NA,NA,10,2016-08-05 01:00:00
"PDX",2016,8,5,2,NA,NA,NA,330,16.11092,18.5401245176,NA,NA,10,2016-08-05 02:00:00
"PDX",2016,8,5,3,NA,NA,NA,320,17.2617,19.864419126,NA,NA,10,2016-08-05 03:00:00
"PDX",2016,8,5,4,NA,NA,NA,320,13.80936,15.8915353008,NA,NA,10,2016-08-05 04:00:00
"PDX",2016,8,5,5,NA,NA,NA,310,11.5078,13.242946084,NA,NA,10,2016-08-05 05:00:00
"PDX",2016,8,5,6,NA,NA,NA,310,12.65858,14.5672406924,NA,NA,10,2016-08-05 06:00:00
"PDX",2016,8,5,7,NA,NA,NA,320,14.96014,17.2158299092,NA,NA,10,2016-08-05 07:00:00
"PDX",2016,8,5,8,NA,NA,NA,330,10.35702,11.9186514756,NA,NA,10,2016-08-05 08:00:00
"PDX",2016,8,5,9,NA,NA,NA,330,4.60312,5.2971784336,NA,NA,10,2016-08-05 09:00:00
"PDX",2016,8,5,10,NA,NA,NA,330,3.45234,3.9728838252,NA,NA,10,2016-08-05 10:00:00
"PDX",2016,8,5,11,NA,NA,NA,330,5.7539,6.621473042,NA,NA,10,2016-08-05 11:00:00
"PDX",2016,8,5,12,NA,NA,NA,350,4.60312,5.2971784336,NA,NA,10,2016-08-05 12:00:00
"PDX",2016,8,5,13,NA,NA,NA,330,3.45234,3.9728838252,NA,NA,10,2016-08-05 13:00:00
"PDX",2016,8,5,14,NA,NA,NA,330,6.90468,7.9457676504,NA,NA,10,2016-08-05 14:00:00
"PDX",2016,8,5,15,NA,NA,NA,340,5.7539,6.621473042,NA,NA,10,2016-08-05 15:00:00
"PDX",2016,8,5,16,NA,NA,NA,360,8.05546,9.2700622588,NA,NA,10,2016-08-05 16:00:00
"PDX",2016,8,5,17,NA,NA,NA,310,11.5078,13.242946084,NA,NA,10,2016-08-05 17:00:00
"PDX",2016,8,5,18,NA,NA,NA,300,11.5078,13.242946084,NA,NA,10,2016-08-05 18:00:00
"PDX",2016,8,5,19,NA,NA,NA,320,9.20624,10.5943568672,NA,NA,10,2016-08-05 19:00:00
"PDX",2016,8,5,20,NA,NA,NA,300,6.90468,7.9457676504,NA,NA,10,2016-08-05 20:00:00
"PDX",2016,8,5,21,NA,NA,NA,320,10.35702,11.9186514756,NA,NA,10,2016-08-05 21:00:00
"PDX",2016,8,5,22,NA,NA,NA,310,12.65858,14.5672406924,NA,NA,10,2016-08-05 22:00:00
"PDX",2016,8,5,23,NA,NA,NA,320,11.5078,13.242946084,NA,NA,10,2016-08-05 23:00:00
"PDX",2016,8,6,0,NA,NA,NA,300,10.35702,11.9186514756,NA,NA,10,2016-08-06 00:00:00
"PDX",2016,8,6,1,NA,NA,NA,310,16.11092,18.5401245176,NA,NA,10,2016-08-06 01:00:00
"PDX",2016,8,6,2,NA,NA,NA,310,14.96014,17.2158299092,NA,NA,10,2016-08-06 02:00:00
"PDX",2016,8,6,3,NA,NA,NA,310,14.96014,17.2158299092,NA,NA,10,2016-08-06 03:00:00
"PDX",2016,8,6,4,NA,NA,NA,330,9.20624,10.5943568672,NA,NA,10,2016-08-06 04:00:00
"PDX",2016,8,6,5,NA,NA,NA,330,9.20624,10.5943568672,NA,NA,10,2016-08-06 05:00:00
"PDX",2016,8,6,6,NA,NA,NA,320,9.20624,10.5943568672,NA,NA,10,2016-08-06 06:00:00
"PDX",2016,8,6,7,NA,NA,NA,340,6.90468,7.9457676504,NA,NA,10,2016-08-06 07:00:00
"PDX",2016,8,6,8,NA,NA,NA,320,5.7539,6.621473042,NA,NA,10,2016-08-06 08:00:00
"PDX",2016,8,6,9,NA,NA,NA,320,4.60312,5.2971784336,NA,NA,10,2016-08-06 09:00:00
"PDX",2016,8,6,10,NA,NA,NA,0,0,0,NA,NA,10,2016-08-06 10:00:00
"PDX",2016,8,6,11,NA,NA,NA,320,6.90468,7.9457676504,NA,NA,10,2016-08-06 11:00:00
"PDX",2016,8,6,12,NA,NA,NA,290,8.05546,9.2700622588,NA,NA,10,2016-08-06 12:00:00
"PDX",2016,8,6,13,NA,NA,NA,0,0,0,NA,NA,10,2016-08-06 13:00:00
"PDX",2016,8,6,14,NA,NA,NA,150,3.45234,3.9728838252,NA,NA,10,2016-08-06 14:00:00
"PDX",2016,8,6,15,NA,NA,NA,70,3.45234,3.9728838252,NA,NA,10,2016-08-06 15:00:00
"PDX",2016,8,6,16,NA,NA,NA,330,3.45234,3.9728838252,NA,NA,10,2016-08-06 16:00:00
"PDX",2016,8,6,17,NA,NA,NA,0,0,0,NA,NA,10,2016-08-06 17:00:00
"PDX",2016,8,6,18,NA,NA,NA,210,3.45234,3.9728838252,NA,NA,10,2016-08-06 18:00:00
"PDX",2016,8,6,19,NA,NA,NA,270,6.90468,7.9457676504,NA,NA,10,2016-08-06 19:00:00
"PDX",2016,8,6,20,NA,NA,NA,320,5.7539,6.621473042,NA,NA,10,2016-08-06 20:00:00
"PDX",2016,8,6,21,NA,NA,NA,320,8.05546,9.2700622588,NA,NA,10,2016-08-06 21:00:00
"PDX",2016,8,6,22,NA,NA,NA,320,3.45234,3.9728838252,NA,NA,10,2016-08-06 22:00:00
"PDX",2016,8,6,23,NA,NA,NA,330,5.7539,6.621473042,NA,NA,10,2016-08-06 23:00:00
"PDX",2016,8,7,0,NA,NA,NA,330,6.90468,7.9457676504,NA,NA,10,2016-08-07 00:00:00
"PDX",2016,8,7,1,NA,NA,NA,330,6.90468,7.9457676504,NA,NA,10,2016-08-07 01:00:00
"PDX",2016,8,7,2,NA,NA,NA,340,8.05546,9.2700622588,NA,NA,10,2016-08-07 02:00:00
"PDX",2016,8,7,3,NA,NA,NA,350,6.90468,7.9457676504,NA,NA,10,2016-08-07 03:00:00
"PDX",2016,8,7,4,NA,NA,NA,320,9.20624,10.5943568672,NA,NA,10,2016-08-07 04:00:00
"PDX",2016,8,7,5,NA,NA,NA,320,9.20624,10.5943568672,NA,NA,10,2016-08-07 05:00:00
"PDX",2016,8,7,6,NA,NA,NA,320,8.05546,9.2700622588,NA,NA,10,2016-08-07 06:00:00
"PDX",2016,8,7,7,NA,NA,NA,320,8.05546,9.2700622588,NA,NA,10,2016-08-07 07:00:00
"PDX",2016,8,7,8,NA,NA,NA,310,4.60312,5.2971784336,NA,NA,10,2016-08-07 08:00:00
"PDX",2016,8,7,9,NA,NA,NA,320,3.45234,3.9728838252,NA,NA,10,2016-08-07 09:00:00
"PDX",2016,8,7,10,NA,NA,NA,320,4.60312,5.2971784336,NA,NA,10,2016-08-07 10:00:00
"PDX",2016,8,7,11,NA,NA,NA,0,0,0,NA,NA,10,2016-08-07 11:00:00
"PDX",2016,8,7,12,NA,NA,NA,0,0,0,NA,NA,10,2016-08-07 12:00:00
"PDX",2016,8,7,13,NA,NA,NA,160,6.90468,7.9457676504,NA,NA,10,2016-08-07 13:00:00
"PDX",2016,8,7,14,NA,NA,NA,160,6.90468,7.9457676504,NA,NA,10,2016-08-07 14:00:00
"PDX",2016,8,7,15,NA,NA,NA,160,8.05546,9.2700622588,NA,NA,10,2016-08-07 15:00:00
"PDX",2016,8,7,16,NA,NA,NA,170,10.35702,11.9186514756,NA,NA,10,2016-08-07 16:00:00
"PDX",2016,8,7,17,NA,NA,NA,240,9.20624,10.5943568672,NA,NA,10,2016-08-07 17:00:00
"PDX",2016,8,7,18,NA,NA,NA,210,10.35702,11.9186514756,NA,NA,10,2016-08-07 18:00:00
"PDX",2016,8,7,19,NA,NA,NA,220,6.90468,7.9457676504,NA,NA,10,2016-08-07 19:00:00
"PDX",2016,8,7,20,NA,NA,NA,240,6.90468,7.9457676504,NA,NA,10,2016-08-07 20:00:00
"PDX",2016,8,7,21,NA,NA,NA,200,13.80936,15.8915353008,NA,NA,10,2016-08-07 21:00:00
"PDX",2016,8,7,22,NA,NA,NA,220,14.96014,17.2158299092,NA,NA,10,2016-08-07 22:00:00
"PDX",2016,8,7,23,NA,NA,NA,310,10.35702,11.9186514756,NA,NA,10,2016-08-07 23:00:00
"PDX",2016,8,8,0,NA,NA,NA,230,14.96014,17.2158299092,NA,NA,10,2016-08-08 00:00:00
"PDX",2016,8,8,1,NA,NA,NA,320,5.7539,6.621473042,NA,NA,10,2016-08-08 01:00:00
"PDX",2016,8,8,2,NA,NA,NA,300,12.65858,14.5672406924,NA,NA,10,2016-08-08 02:00:00
"PDX",2016,8,8,3,NA,NA,NA,300,10.35702,11.9186514756,NA,NA,10,2016-08-08 03:00:00
"PDX",2016,8,8,4,NA,NA,NA,280,8.05546,9.2700622588,NA,NA,10,2016-08-08 04:00:00
"PDX",2016,8,8,5,NA,NA,NA,320,4.60312,5.2971784336,NA,NA,10,2016-08-08 05:00:00
"PDX",2016,8,8,6,NA,NA,NA,250,3.45234,3.9728838252,NA,NA,10,2016-08-08 06:00:00
"PDX",2016,8,8,7,NA,NA,NA,0,0,0,NA,NA,10,2016-08-08 07:00:00
"PDX",2016,8,8,8,NA,NA,NA,0,0,0,NA,NA,10,2016-08-08 08:00:00
"PDX",2016,8,8,9,NA,NA,NA,90,3.45234,3.9728838252,NA,NA,10,2016-08-08 09:00:00
"PDX",2016,8,8,10,NA,NA,NA,50,3.45234,3.9728838252,NA,NA,10,2016-08-08 10:00:00
"PDX",2016,8,8,11,NA,NA,NA,30,4.60312,5.2971784336,NA,NA,10,2016-08-08 11:00:00
"PDX",2016,8,8,12,NA,NA,NA,30,4.60312,5.2971784336,NA,NA,10,2016-08-08 12:00:00
"PDX",2016,8,8,13,NA,NA,NA,0,0,0,NA,NA,10,2016-08-08 13:00:00
"PDX",2016,8,8,14,NA,NA,NA,240,3.45234,3.9728838252,NA,NA,10,2016-08-08 14:00:00
"PDX",2016,8,8,15,NA,NA,NA,290,3.45234,3.9728838252,NA,NA,10,2016-08-08 15:00:00
"PDX",2016,8,8,16,NA,NA,NA,0,0,0,NA,NA,10,2016-08-08 16:00:00
"PDX",2016,8,8,17,NA,NA,NA,0,0,0,NA,NA,10,2016-08-08 17:00:00
"PDX",2016,8,8,18,NA,NA,NA,220,4.60312,5.2971784336,NA,NA,10,2016-08-08 18:00:00
"PDX",2016,8,8,19,NA,NA,NA,180,6.90468,7.9457676504,NA,NA,4,2016-08-08 19:00:00
"PDX",2016,8,8,20,NA,NA,NA,350,4.60312,5.2971784336,0.02,NA,5,2016-08-08 20:00:00
"PDX",2016,8,8,21,NA,NA,NA,270,4.60312,5.2971784336,NA,NA,10,2016-08-08 21:00:00
"PDX",2016,8,8,22,NA,NA,NA,260,3.45234,3.9728838252,NA,NA,10,2016-08-08 22:00:00
"PDX",2016,8,8,23,NA,NA,NA,0,0,0,NA,NA,10,2016-08-08 23:00:00
"PDX",2016,8,9,0,NA,NA,NA,210,3.45234,3.9728838252,NA,NA,10,2016-08-09 00:00:00
"PDX",2016,8,9,1,NA,NA,NA,0,0,0,NA,NA,10,2016-08-09 01:00:00
"PDX",2016,8,9,2,NA,NA,NA,300,8.05546,9.2700622588,NA,NA,10,2016-08-09 02:00:00
"PDX",2016,8,9,3,NA,NA,NA,280,4.60312,5.2971784336,NA,NA,10,2016-08-09 03:00:00
"PDX",2016,8,9,4,NA,NA,NA,260,4.60312,5.2971784336,NA,NA,10,2016-08-09 04:00:00
"PDX",2016,8,9,5,NA,NA,NA,280,5.7539,6.621473042,NA,NA,10,2016-08-09 05:00:00
"PDX",2016,8,9,6,NA,NA,NA,280,5.7539,6.621473042,NA,NA,10,2016-08-09 06:00:00
"PDX",2016,8,9,7,NA,NA,NA,330,6.90468,7.9457676504,NA,NA,10,2016-08-09 07:00:00
"PDX",2016,8,9,8,NA,NA,NA,340,5.7539,6.621473042,NA,NA,10,2016-08-09 08:00:00
"PDX",2016,8,9,9,NA,NA,NA,310,6.90468,7.9457676504,NA,NA,10,2016-08-09 09:00:00
"PDX",2016,8,9,10,NA,NA,NA,320,6.90468,7.9457676504,NA,NA,10,2016-08-09 10:00:00
"PDX",2016,8,9,11,NA,NA,NA,260,3.45234,3.9728838252,NA,NA,10,2016-08-09 11:00:00
"PDX",2016,8,9,12,NA,NA,NA,0,0,0,NA,NA,10,2016-08-09 12:00:00
"PDX",2016,8,9,13,NA,NA,NA,200,4.60312,5.2971784336,NA,NA,10,2016-08-09 13:00:00
"PDX",2016,8,9,14,NA,NA,NA,170,6.90468,7.9457676504,NA,NA,10,2016-08-09 14:00:00
"PDX",2016,8,9,15,NA,NA,NA,210,6.90468,7.9457676504,NA,NA,10,2016-08-09 15:00:00
"PDX",2016,8,9,16,NA,NA,NA,210,3.45234,3.9728838252,NA,NA,3,2016-08-09 16:00:00
"PDX",2016,8,9,17,NA,NA,NA,200,3.45234,3.9728838252,NA,NA,10,2016-08-09 17:00:00
"PDX",2016,8,9,18,NA,NA,NA,170,5.7539,6.621473042,NA,NA,10,2016-08-09 18:00:00
"PDX",2016,8,9,19,NA,NA,NA,190,5.7539,6.621473042,NA,NA,10,2016-08-09 19:00:00
"PDX",2016,8,9,20,NA,NA,NA,170,5.7539,6.621473042,NA,NA,10,2016-08-09 20:00:00
"PDX",2016,8,9,21,NA,NA,NA,0,0,0,NA,NA,10,2016-08-09 21:00:00
"PDX",2016,8,9,22,68,55.04,63.21,0,0,0,0,1017.1,10,2016-08-09 22:00:00
"PDX",2016,8,9,23,69.98,55.04,59.06,0,0,0,0,1016.8,10,2016-08-09 23:00:00
"PDX",2016,8,10,0,69.08,55.04,60.91,300,5.7539,6.621473042,0,1016.8,10,2016-08-10 00:00:00
"PDX",2016,8,10,1,66.02,57.02,72.72,350,6.90468,7.9457676504,0,1016.9,10,2016-08-10 01:00:00
"PDX",2016,8,10,2,66.02,55.94,69.94,340,5.7539,6.621473042,0,1016.9,10,2016-08-10 02:00:00
"PDX",2016,8,10,3,64.94,57.02,75.51,330,4.60312,5.2971784336,0,1017.1,10,2016-08-10 03:00:00
"PDX",2016,8,10,4,64.04,55.94,74.94,330,4.60312,5.2971784336,0,1017.3,10,2016-08-10 04:00:00
"PDX",2016,8,10,5,62.06,55.04,77.75,310,8.05546,9.2700622588,0,1017.2,10,2016-08-10 05:00:00
"PDX",2016,8,10,6,60.98,55.04,80.78,330,6.90468,7.9457676504,0,1017.2,10,2016-08-10 06:00:00
"PDX",2016,8,10,7,60.98,55.94,83.47,330,5.7539,6.621473042,0,1017.1,10,2016-08-10 07:00:00
"PDX",2016,8,10,8,60.98,55.94,83.47,310,6.90468,7.9457676504,0,1017.1,10,2016-08-10 08:00:00
"PDX",2016,8,10,9,60.98,55.04,80.78,0,0,0,0,1017,10,2016-08-10 09:00:00
"PDX",2016,8,10,10,59,55.04,86.69,0,0,0,0,1017.1,10,2016-08-10 10:00:00
"PDX",2016,8,10,11,60.08,55.94,86.18,0,0,0,0,NA,10,2016-08-10 11:00:00
"PDX",2016,8,10,12,60.08,55.94,86.18,0,0,0,0,NA,10,2016-08-10 12:00:00
"PDX",2016,8,10,13,60.08,55.94,86.18,0,0,0,0,1017.9,10,2016-08-10 13:00:00
"PDX",2016,8,10,14,62.06,55.94,80.34,300,4.60312,5.2971784336,0,1018.2,10,2016-08-10 14:00:00
"PDX",2016,8,10,15,62.96,55.94,77.83,0,0,0,0,1018.2,10,2016-08-10 15:00:00
"PDX",2016,8,10,16,64.94,53.96,67.57,NA,3.45234,3.9728838252,0,1018.5,10,2016-08-10 16:00:00
"PDX",2016,8,10,17,NA,NA,NA,330,3.45234,3.9728838252,NA,NA,10,2016-08-10 17:00:00
"PDX",2016,8,10,18,NA,NA,NA,350,4.60312,5.2971784336,NA,NA,10,2016-08-10 18:00:00
"PDX",2016,8,10,19,NA,NA,NA,290,4.60312,5.2971784336,NA,NA,10,2016-08-10 19:00:00
"PDX",2016,8,10,20,NA,NA,NA,300,8.05546,9.2700622588,NA,NA,10,2016-08-10 20:00:00
"PDX",2016,8,10,21,NA,NA,NA,0,0,0,NA,NA,10,2016-08-10 21:00:00
"PDX",2016,8,10,22,NA,NA,NA,300,10.35702,11.9186514756,NA,NA,10,2016-08-10 22:00:00
"PDX",2016,8,10,23,NA,NA,NA,300,8.05546,9.2700622588,NA,NA,10,2016-08-10 23:00:00
"PDX",2016,8,11,0,NA,NA,NA,320,6.90468,7.9457676504,NA,NA,10,2016-08-11 00:00:00
"PDX",2016,8,11,1,NA,NA,NA,320,5.7539,6.621473042,NA,NA,10,2016-08-11 01:00:00
